Date,OpeningTrend,OpenLocation,PrevDayContext,FirstCandleType,RangeStatus,Result,ResultRet%
2025-02-17,TR,OOL,BEAR,NORMAL,SWR,TR,0.194
2025-02-18,BEAR,OOH,TR,NORMAL,SWR,TR,0.104
2025-02-19,BULL,OIM,TR,NORMAL,WAR,BULL,1.862
2025-02-20,BULL,OOH,BULL,NORMAL,WAR,BULL,1.898
2025-02-21,TR,OAR,BULL,NORMAL,SAR,BEAR,-1.914
2025-02-24,BEAR,OBR,BEAR,NORMAL,SWR,BEAR,-0.824
2025-02-25,BULL,OOL,TR,NORMAL,SWR,BEAR,-2.134
2025-02-27,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-0.871
2025-02-28,BEAR,OBR,BEAR,NORMAL,SBR,BEAR,-3.665
2025-03-03,BEAR,OOL,BEAR,NORMAL,WBR,BEAR,-2.078
2025-03-04,BULL,OOL,BEAR,DOJI,SWR,BULL,2.196
2025-03-05,BULL,OOH,BULL,NORMAL,WAR,BULL,1.453
2025-03-06,TR,OAR,BULL,NORMAL,SAR,TR,-0.168
2025-03-07,BULL,OIM,BEAR,DOJI,WAR,TR,-0.077
2025-03-10,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.428
2025-03-11,TR,OBR,BEAR,DOJI,SWR,BULL,0.672
2025-03-12,BULL,OAR,BULL,DOJI,SAR,BULL,2.494
2025-03-13,BEAR,OAR,BULL,DOJI,SWR,BEAR,-2.598
2025-03-17,BEAR,OOL,BEAR,DOJI,SWR,BEAR,-1.607
2025-03-18,BULL,OIM,BEAR,NORMAL,SWR,BULL,1.454
2025-03-19,BULL,OAR,BULL,DOJI,SAR,BULL,0.969
2025-03-20,BULL,OOH,TR,DOJI,WAR,TR,0.195
2025-03-21,BULL,OIM,TR,HUGE OPEN,WAR,BEAR,-2.218
2025-03-24,TR,OIM,TR,DOJI,SWR,BULL,0.775
2025-03-25,TR,OOH,TR,NORMAL,SWR,BEAR,-1.937
2025-03-26,BEAR,OOL,BEAR,NORMAL,SWR,BEAR,-1.5
2025-03-27,BULL,OOL,BEAR,NORMAL,SWR,TR,-0.283
2025-03-28,TR,OOH,TR,DOJI,WAR,TR,0.0
2025-04-01,BULL,OOL,TR,DOJI,SWR,BULL,0.709
2025-04-02,BEAR,OOH,BULL,HUGE OPEN,SWR,BULL,0.711
2025-04-03,BULL,OOL,TR,NORMAL,SWR,TR,0.577
2025-04-04,BEAR,OIM,BULL,NORMAL,SWR,BEAR,-2.358
2025-04-07,BULL,OBR,BEAR,HUGE OPEN,SBR,BULL,1.49
2025-04-08,BEAR,OAR,BULL,NORMAL,SAR,BULL,2.888
2025-04-09,BEAR,OOH,BULL,NORMAL,SWR,BULL,0.652
2025-04-11,TR,OAR,TR,DOJI,SAR,BULL,1.153
2025-04-15,BEAR,OAR,BULL,NORMAL,SAR,BULL,2.01
2025-04-16,BULL,OOH,BULL,DOJI,WAR,TR,0.493
2025-04-17,BEAR,OAR,BULL,NORMAL,SWR,BULL,3.15
2025-04-21,BEAR,OAR,TR,NORMAL,SWR,TR,-0.359
2025-04-22,TR,OOL,BEAR,NORMAL,WBR,BULL,2.146
2025-04-23,BULL,OAR,BULL,HUGE OPEN,SAR,BULL,0.726
2025-04-24,TR,OOH,BULL,DOJI,SWR,TR,0.143
2025-04-25,BEAR,OIM,TR,DOJI,WAR,BEAR,-1.483
2025-04-28,BULL,OOL,BEAR,NORMAL,SWR,TR,0.448
2025-04-29,BEAR,OOH,BULL,NORMAL,SWR,TR,-0.12
2025-04-30,BULL,OOL,TR,DOJI,SWR,BULL,1.076
2025-05-02,BULL,OOH,TR,DOJI,WAR,BEAR,-1.857
2025-05-05,TR,OOL,BEAR,NORMAL,SWR,TR,0.135
2025-05-06,BEAR,OBR,TR,HUGE OPEN,SBR,BEAR,-1.564
2025-05-07,BULL,OBR,BEAR,HUGE OPEN,SWR,BULL,1.145
2025-05-08,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.29
2025-05-09,TR,OBR,BEAR,NORMAL,SBR,TR,0.222
2025-05-12,BULL,OAR,BULL,DOJI,SAR,BULL,0.748
2025-05-13,BULL,OOH,BULL,DOJI,WAR,BULL,0.773
2025-05-14,TR,OOH,BULL,DOJI,SWR,TR,-0.019
2025-05-15,BEAR,OIM,TR,DOJI,SWR,BULL,2.213
2025-05-16,TR,OOH,BULL,DOJI,WAR,BULL,0.946
2025-05-19,TR,OOH,TR,NORMAL,WAR,TR,0.362
2025-05-20,BEAR,OIM,TR,DOJI,WBR,BEAR,-1.235
2025-05-21,BULL,OOL,BEAR,DOJI,SWR,BULL,0.716
2025-05-22,BULL,OOH,BULL,DOJI,WAR,TR,-0.561
2025-05-23,BULL,OIM,TR,NORMAL,SWR,BULL,1.897
2025-05-26,BULL,OOH,BULL,DOJI,WAR,BEAR,-0.949
2025-05-27,TR,OBR,TR,HUGE OPEN,SWR,BULL,3.672
2025-05-28,BEAR,OAR,BULL,DOJI,SAR,BEAR,-1.273
2025-05-29,BEAR,OOL,BEAR,NORMAL,WBR,TR,-0.017
2025-05-30,BULL,OIM,TR,NORMAL,SWR,BEAR,-0.949
2025-06-02,BULL,OOL,TR,NORMAL,WBR,TR,0.21
2025-06-03,BEAR,OOH,TR,HUGE OPEN,SWR,BEAR,-0.785
2025-06-04,TR,OOL,BEAR,NORMAL,SWR,BULL,2.075
2025-06-05,TR,OAR,BULL,NORMAL,SWR,TR,-0.034
2025-06-06,BEAR,OOH,TR,NORMAL,SWR,BULL,0.996
2025-06-09,BULL,OOH,TR,HUGE OPEN,WAR,BULL,0.864
2025-06-10,TR,OAR,BULL,DOJI,SWR,BEAR,-0.802
2025-06-11,BEAR,OOL,BEAR,NORMAL,WBR,BULL,0.999
2025-06-12,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.741
2025-06-13,BULL,OBR,BEAR,NORMAL,SBR,BULL,0.806
2025-06-16,BEAR,OOH,BULL,DOJI,SWR,BULL,1.467
2025-06-17,TR,OAR,TR,NORMAL,SWR,BEAR,-1.023
2025-06-18,BULL,OBR,BEAR,NORMAL,SWR,BEAR,-0.859
2025-06-19,BEAR,OIM,TR,NORMAL,SWR,BEAR,-1.214
2025-06-20,BULL,OOL,BEAR,NORMAL,SWR,BULL,2.813
2025-06-23,TR,OIM,BULL,DOJI,SWR,BULL,0.964
2025-06-24,BULL,OAR,TR,NORMAL,SAR,TR,0.083
2025-06-25,TR,OOH,TR,DOJI,SWR,TR,0.017
2025-06-26,BULL,OOH,TR,HUGE OPEN,WAR,BULL,0.677
2025-06-27,TR,OAR,BULL,DOJI,SAR,BULL,2.705
2025-06-30,BULL,OOH,BULL,DOJI,WAR,BEAR,-1.091
2025-07-01,BULL,OIM,TR,DOJI,SWR,TR,0.213
2025-07-02,BEAR,OIM,TR,HUGE OPEN,SWR,TR,-0.259
2025-07-03,BEAR,OIM,BEAR,DOJI,WBR,TR,0.046
2025-07-04,BULL,OIM,BEAR,NORMAL,WBR,TR,0.031
2025-07-07,TR,OIM,TR,DOJI,SWR,BULL,0.691
2025-07-08,BEAR,OOH,BULL,DOJI,SWR,TR,0.382
2025-07-09,BULL,OOH,TR,NORMAL,WAR,TR,-0.467
2025-07-10,BULL,OOL,TR,DOJI,SWR,TR,0.091
2025-07-11,BEAR,OIM,TR,NORMAL,WBR,BEAR,-0.76
2025-07-14,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.904
2025-07-15,BEAR,OIM,BEAR,NORMAL,SWR,TR,0.359
2025-07-16,BEAR,OIM,TR,NORMAL,SWR,TR,0.016
2025-07-17,TR,OIM,TR,NORMAL,SWR,BEAR,-0.657
2025-07-18,BEAR,OOH,TR,HUGE OPEN,SWR,TR,-0.189
2025-07-21,BEAR,OIM,TR,DOJI,SWR,TR,0.491
2025-07-22,BEAR,OIM,TR,DOJI,SWR,BEAR,-1.567
2025-07-23,TR,OOL,BEAR,NORMAL,SWR,TR,0.16
2025-07-24,BULL,OOH,BULL,HUGE OPEN,WAR,TR,-0.079
2025-07-25,BEAR,OIM,TR,NORMAL,WBR,BEAR,-0.749
2025-07-28,TR,OOL,BEAR,NORMAL,WBR,BEAR,-1.204
2025-07-29,BULL,OBR,TR,NORMAL,SWR,BULL,2.723
2025-07-30,BULL,OAR,BULL,DOJI,SWR,BEAR,-0.682
2025-07-31,BULL,OBR,BEAR,HUGE OPEN,WAR,TR,-0.076
2025-08-01,TR,OOH,BULL,NORMAL,SWR,TR,-0.182
2025-08-04,BULL,OIM,TR,HUGE OPEN,WAR,TR,-0.374
2025-08-05,TR,OOH,BULL,NORMAL,WAR,BEAR,-1.054
2025-08-06,TR,OOL,TR,NORMAL,SWR,BEAR,-1.447
